mcline2.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
153
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 110.67 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 102.60 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 97.21 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 81.08 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 83.18 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 88.51 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 86.92 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 96.09 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 88.47 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 116.64 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 106.19 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 86.59 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 86.79 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 86.58 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 86.26 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 97.30 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 93.53 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 105.77 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 121.89 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 93.98 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 89.45 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 87.67 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 82.76 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 96.19 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 83.02 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 102.62 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 87.13 
4  3.00  0.00 4.00  0.00 5.00  0.00 6.00  0.00 109.26 
4  3.00  0.00 4.00  0.00 6.00  0.00 7.00  0.00 96.63 
4  3.00  0.00 4.00  0.00 7.00  0.00 8.00  0.00 94.63 
4  3.00  0.00 4.00  0.00 8.00  0.00 9.00  0.00 86.89 
4  3.00  0.00 4.00  0.00 9.00  0.00 10.00  0.00 96.47 
4  3.00  0.00 4.00  0.00 10.00  0.00 11.00  0.00 89.38 
4  3.00  0.00 4.00  0.00 11.00  0.00 12.00  0.00 97.44 
4  3.00  0.00 4.00  0.00 12.00  0.00 13.00  0.00 96.39 
4  3.00  0.00 4.00  0.00 13.00  0.00 14.00  0.00 77.74 
4  4.00  0.00 5.00  0.00 6.00  0.00 7.00  0.00 114.04 
4  4.00  0.00 5.00  0.00 7.00  0.00 8.00  0.00 101.19 
4  4.00  0.00 5.00  0.00 8.00  0.00 9.00  0.00 90.62 
4  4.00  0.00 5.00  0.00 9.00  0.00 10.00  0.00 100.02 
4  4.00  0.00 5.00  0.00 10.00  0.00 11.00  0.00 87.95 
4  4.00  0.00 5.00  0.00 11.00  0.00 12.00  0.00 103.65 
4  4.00  0.00 5.00  0.00 12.00  0.00 13.00  0.00 93.94 
4  4.00  0.00 5.00  0.00 13.00  0.00 14.00  0.00 85.29 
4  4.00  0.00 5.00  0.00 14.00  0.00 15.00  0.00 89.20 
4  5.00  0.00 6.00  0.00 7.00  0.00 8.00  0.00 96.54 
4  5.00  0.00 6.00  0.00 8.00  0.00 9.00  0.00 83.61 
4  5.00  0.00 6.00  0.00 9.00  0.00 10.00  0.00 91.04 
4  5.00  0.00 6.00  0.00 10.00  0.00 11.00  0.00 80.41 
4  5.00  0.00 6.00  0.00 11.00  0.00 12.00  0.00 92.43 
4  5.00  0.00 6.00  0.00 12.00  0.00 13.00  0.00 82.88 
4  5.00  0.00 6.00  0.00 13.00  0.00 14.00  0.00 80.45 
4  5.00  0.00 6.00  0.00 14.00  0.00 15.00  0.00 89.63 
4  5.00  0.00 6.00  0.00 15.00  0.00 16.00  0.00 75.03 
4  6.00  0.00 7.00  0.00 8.00  0.00 9.00  0.00 97.55 
4  6.00  0.00 7.00  0.00 9.00  0.00 10.00  0.00 98.98 
4  6.00  0.00 7.00  0.00 10.00  0.00 11.00  0.00 88.42 
4  6.00  0.00 7.00  0.00 11.00  0.00 12.00  0.00 103.04 
4  6.00  0.00 7.00  0.00 12.00  0.00 13.00  0.00 86.78 
4  6.00  0.00 7.00  0.00 13.00  0.00 14.00  0.00 88.33 
4  6.00  0.00 7.00  0.00 14.00  0.00 15.00  0.00 87.46 
4  6.00  0.00 7.00  0.00 15.00  0.00 16.00  0.00 86.00 
4  6.00  0.00 7.00  0.00 16.00  0.00 17.00  0.00 83.39 
4  7.00  0.00 8.00  0.00 9.00  0.00 10.00  0.00 111.21 
4  7.00  0.00 8.00  0.00 10.00  0.00 11.00  0.00 97.00 
4  7.00  0.00 8.00  0.00 11.00  0.00 12.00  0.00 108.57 
4  7.00  0.00 8.00  0.00 12.00  0.00 13.00  0.00 96.42 
4  7.00  0.00 8.00  0.00 13.00  0.00 14.00  0.00 96.59 
4  7.00  0.00 8.00  0.00 14.00  0.00 15.00  0.00 94.87 
4  7.00  0.00 8.00  0.00 15.00  0.00 16.00  0.00 86.96 
4  7.00  0.00 8.00  0.00 16.00  0.00 17.00  0.00 69.59 
4  7.00  0.00 8.00  0.00 17.00  0.00 18.00  0.00 78.70 
4  8.00  0.00 9.00  0.00 10.00  0.00 11.00  0.00 102.94 
4  8.00  0.00 9.00  0.00 11.00  0.00 12.00  0.00 111.52 
4  8.00  0.00 9.00  0.00 12.00  0.00 13.00  0.00 97.57 
4  8.00  0.00 9.00  0.00 13.00  0.00 14.00  0.00 97.83 
4  8.00  0.00 9.00  0.00 14.00  0.00 15.00  0.00 98.93 
4  8.00  0.00 9.00  0.00 15.00  0.00 16.00  0.00 84.25 
4  8.00  0.00 9.00  0.00 16.00  0.00 17.00  0.00 82.03 
4  8.00  0.00 9.00  0.00 17.00  0.00 18.00  0.00 88.95 
4  8.00  0.00 9.00  0.00 18.00  0.00 19.00  0.00 91.28 
4  9.00  0.00 10.00  0.00 11.00  0.00 12.00  0.00 125.63 
4  9.00  0.00 10.00  0.00 12.00  0.00 13.00  0.00 110.43 
