mcline2.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
153
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 106.16 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 99.27 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 97.82 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 90.46 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 90.52 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 92.70 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 89.44 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 100.16 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 88.89 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 112.03 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 107.97 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 96.12 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 95.67 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 92.75 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 85.00 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 101.84 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 87.72 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 102.78 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 122.07 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 105.85 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 101.31 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 93.88 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 85.00 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 94.53 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 87.87 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 95.89 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 84.90 
