El-array,xA(m),xB(m),xM(m),xN(m),Rho (Ohm.m),Dev.,M (mV/V),SP (mV) ,VMN (mV),IAB (mA),M1 (mV/V),M2 (mV/V),M3 (mV/V),M4 (mV/V),M5 (mV/V),M6 (mV/V),M7 (mV/V),M8 (mV/V),M9 (mV/V),M10 (mV/V),M11 (mV/V),M12 (mV/V),M13 (mV/V),M14 (mV/V),M15 (mV/V),M16 (mV/V),M17 (mV/V),M18 (mV/V),M19 (mV/V),M20 (mV/V),TM1 (ms),TM2 (ms),Latitude,Longitude
Dipole Dipole,1,2,7,8,94.6,1.48,0,42.94,11.189,78.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,2,3,7,8,89.84,0.23,0,42.74,17.523,73.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,3,4,7,8,96.55,0.29,0,42.68,36.606,71.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,4,5,7,8,110.23,0.03,0,42.7,108.526,74.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,7,8,156.64,0,0,42.43,242.237,29.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,0,1,8,9,95.16,1.99,0,-33.57,4.911,81.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,1,2,8,9,97.28,0.41,0,-33.68,7.195,78.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,2,3,8,9,97.83,1.07,0,-33.72,10.893,73.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,3,4,8,9,98.87,0.37,0,-33.74,18.742,71.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,4,5,8,9,103.69,0.09,0,-33.7,40.926,74.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,8,9,117.18,0.11,0,-33.76,115.683,74.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,8,9,138.87,0,0,-33.95,231.527,31.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,0,1,9,10,90.1,1.02,0,-35.41,3.249,81.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,1,2,9,10,104.74,2.34,0,-35.47,5.169,78.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,2,3,9,10,88.31,0.37,0,-35.62,6.162,73.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,3,4,9,10,95.18,0.63,0,-35.6,10.302,71.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,4,5,9,10,101.96,0.21,0,-35.67,20.169,74.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,9,10,107.28,0.28,0,-35.74,42.306,74.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,9,10,114.37,0.13,0,-35.8,121.417,80.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,9,10,136.56,0.1,0,-35.71,241.069,33.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,0,1,10,11,96.65,3.75,0,-21.29,2.534,81.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,1,2,10,11,81.33,3.13,0,-21.32,2.809,78.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,2,3,10,11,74.09,5.24,0,-21.46,3.445,73.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,3,4,10,11,89.87,2.5,0,-21.5,6.095,71.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,4,5,10,11,88.34,0.21,0,-21.55,9.988,74.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,10,11,90.77,0.63,0,-21.73,17.99,74.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,10,11,97.4,0.08,0,-21.85,41.304,79.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,10,11,109.42,0,0,-21.82,125.755,86.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,10,11,122.71,0.03,0,-21.83,213.641,32.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,1,2,11,12,91.52,8.18,0,-12.37,2.284,77.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,2,3,11,12,82.16,3.58,0,-12.46,2.666,73.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,3,4,11,12,85.04,1.95,0,-12.3,3.836,71.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,4,5,11,12,82.01,0.76,0,-12.28,5.778,74.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,11,12,82.97,1.06,0,-12.35,9.401,74.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,11,12,93.78,0.62,0,-12.26,19.957,80.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,11,12,104.98,0.23,0,-12.18,48.395,86.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,11,12,111.08,0.11,0,-12.12,124.265,84.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,11,12,117.83,0.05,0,-12.18,226.976,36.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,2,3,12,13,80.07,5.38,0,-26.31,1.884,73.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,3,4,12,13,67.75,12,0,-26.35,2.136,71.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,4,5,12,13,82.72,2.89,0,-26.27,3.869,74.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,12,13,83.28,0.71,0,-26.33,5.884,74.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,12,13,86.12,0.53,0,-26.41,10.47,80.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,12,13,97.01,0.7,0,-26.25,22.327,86.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,12,13,103.24,0.35,0,-26.14,46.167,84.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,12,13,109.25,0.12,0,-26.21,134.339,92.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,12,13,99.58,0.03,0,-26.12,228.435,43.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,3,4,13,14,65.88,10.72,0,-1.82,1.512,71.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,4,5,13,14,79.21,5.05,0,-1.83,2.609,74.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,13,14,81.97,0.4,0,-1.92,3.861,74.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,13,14,78.72,1.14,0,-2.14,5.99,80.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,13,14,102.25,1.56,0,-2.03,13.443,86.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,13,14,103.53,0.28,0,-2.01,23.176,84.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,13,14,106.15,0.07,0,-2.21,52.341,92.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,13,14,96.74,0.09,0,-2.26,141.423,110.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,13,14,100.92,0.08,0,-1.84,237.891,44.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,4,5,14,15,76.31,6.53,0,25,1.825,74.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,14,15,79.32,0.33,0,25.22,2.62,74.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,14,15,78.15,7.27,0,25.25,3.962,80.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,14,15,97.39,2.76,0,25.44,8.02,86.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,14,15,94.74,0.23,0,25.62,12.096,84.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,14,15,97.83,0.17,0,25.62,24.088,92.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,14,15,93.3,0.13,0,25.71,54.631,110.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,14,15,98.18,0.05,0,25.93,146.958,112.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,14,15,99.76,0.03,0,26.35,237.178,44.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,5,6,15,16,106.03,1.11,0,-15.59,2.546,74.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,15,16,81.91,0.9,0,-16,2.908,80.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,15,16,95.89,3.78,0,-16.09,5.267,86.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,15,16,91.2,1.75,0,-16.07,7.279,84.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,15,16,96.4,0.62,0,-16.28,13.576,92.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,15,16,92.06,0.76,0,-16.58,27.003,110.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,15,16,98.58,0.24,0,-16.53,59.004,112.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,15,16,107.94,0.03,0,-16.54,163.068,113.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,13,14,15,16,122.06,0.09,0,-16.48,242.405,37.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,6,7,16,17,87.94,1.71,0,-41.95,2.27,80.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,16,17,78.74,1.68,0,-41.84,3.029,87.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,16,17,85.51,2.08,0,-41.72,4.56,84.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,16,17,98.48,1.62,0,-41.72,8.668,92.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,16,17,98.84,0.97,0,-41.77,16.58,110.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,16,17,102.17,0.18,0,-41.65,30.615,112.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,16,17,111.97,0.16,0,-41.47,67.714,113.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,13,14,16,17,128.6,0.03,0,-41.51,212.408,124.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,14,15,16,17,125.03,0.04,0,-41.07,260.776,39.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,7,8,17,18,89.45,0.36,0,-11.37,2.502,86.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,17,18,91.56,7.18,0,-11.29,3.415,84.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,17,18,120.23,0.48,0,-11.43,7.057,92.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,17,18,105.22,0.46,0,-11.51,11.042,110.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,17,18,110.72,0.34,0,-11.28,18.974,113.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,17,18,118.3,0.22,0,-11.16,35.788,114.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,13,14,17,18,133.86,0.07,0,-11.27,88.442,124.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,14,15,17,18,132.95,0.09,0,-11.37,224.894,127.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,15,16,17,18,138.06,0,0,-11.42,280.517,38.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,8,9,18,19,72.38,2.6,0,1.67,1.966,84.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,18,19,86.06,5.61,0,1.65,3.538,92.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,18,19,79.61,0.52,0,1.6,5.57,110.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,18,19,87.03,3.94,0,1.82,9.315,112.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,18,19,97.92,0.67,0,2,16.949,114.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,13,14,18,19,111.6,0.28,0,1.91,36.85,124.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,14,15,18,19,107.29,0,0,1.68,72.643,127.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,15,16,18,19,115.8,0.06,0,1.7,118.412,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,16,17,18,19,127.43,0,0,1.61,278.797,41.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,9,10,19,20,62.22,5.41,0,30.98,1.861,93.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,19,20,74.79,0.79,0,31,3.661,110.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,19,20,64.59,0.92,0,31.14,4.61,112.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,19,20,88.34,1.51,0,31.43,9.544,114.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,13,14,19,20,95.16,0.28,0,31.31,17.965,124.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,14,15,19,20,94.06,0.11,0,31.23,31.785,127.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,15,16,19,20,99.71,0.4,0,31.28,40.816,77.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,16,17,19,20,116.83,0,0,31.28,125.552,81.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,17,18,19,20,144.58,0.04,0,31.48,127.556,16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,10,11,20,21,70.17,3.14,0,15.28,2.5,110.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,20,21,68,1.76,0,15.41,3.4,113.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,20,21,71.79,4.18,0,15.56,5.179,114.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,13,14,20,21,85.4,0.52,0,15.41,10.068,124.443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,14,15,20,21,82.31,0.25,0,15.26,15.92,127.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,15,16,20,21,87.71,0.25,0,15.25,17.967,77.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,16,17,20,21,98.64,0.39,0,15.17,42.444,81.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,17,18,20,21,124.25,0.09,0,14.79,137.232,83.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,18,19,20,21,123.73,0.03,0,14.55,278.138,42.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,11,12,21,22,77.98,6.92,0,-13.21,2.837,113.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,21,22,79.53,0.35,0,-13.14,4.013,114.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,13,14,21,22,80.93,5.8,0,-13.2,6.356,124.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,14,15,21,22,81.61,0.83,0,-13.28,9.864,127.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,15,16,21,22,88.52,1.33,0,-13.33,10.363,77.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,16,17,21,22,93.79,0.36,0,-13.29,20.205,81.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,17,18,21,22,116.18,0.09,0,-13.43,51.343,83.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,18,19,21,22,121.64,0.12,0,-13.53,133.975,83.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,19,20,21,22,125.39,0,0,-13.56,284.045,42.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,12,13,22,23,74.46,4.11,0,-20.05,2.739,114.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,13,14,22,23,86.88,3.6,0,-20.12,4.777,124.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,14,15,22,23,81.23,1.15,0,-20.13,4.01,78.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,15,16,22,23,85.46,0.41,0,-20.19,6.269,77.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,16,17,22,23,94.65,0.22,0,-20.12,11.666,81.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,17,18,22,23,110.19,0.23,0,-20.31,24.361,83.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,18,19,22,23,110.77,0.28,0,-20.4,48.799,83.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,19,20,22,23,120.38,0.23,0,-20.31,135.387,84.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dipole Dipole,20,21,22,23,118.91,0,0,-20.27,352.471,55.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
