mcline2.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
153
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 112.50 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 101.25 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 98.17 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 84.96 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 85.81 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 87.92 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 83.57 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 97.36 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 87.08 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 110.93 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 102.41 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 85.51 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 85.32 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 88.38 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 84.19 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 93.04 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 91.36 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 110.53 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 117.82 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 92.90 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 87.16 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 86.67 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 79.89 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 94.11 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 87.35 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 101.09 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 84.24 
4  3.00  0.00 4.00  0.00 5.00  0.00 6.00  0.00 107.95 
4  3.00  0.00 4.00  0.00 6.00  0.00 7.00  0.00 94.46 
4  3.00  0.00 4.00  0.00 7.00  0.00 8.00  0.00 92.50 
