mcline6.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
153
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 121.11 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 87.27 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 69.37 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 64.35 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 57.59 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 59.58 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 59.31 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 51.20 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 57.80 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 122.13 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 89.05 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 71.12 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 57.66 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 51.97 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 52.72 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 45.75 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 50.72 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 60.78 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 132.22 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 97.95 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 71.95 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 58.14 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 56.95 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 46.80 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 49.49 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 57.34 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 76.63 
4  3.00  0.00 4.00  0.00 5.00  0.00 6.00  0.00 135.39 
4  3.00  0.00 4.00  0.00 6.00  0.00 7.00  0.00 94.78 
4  3.00  0.00 4.00  0.00 7.00  0.00 8.00  0.00 69.44 
4  3.00  0.00 4.00  0.00 8.00  0.00 9.00  0.00 59.28 
4  3.00  0.00 4.00  0.00 9.00  0.00 10.00  0.00 43.40 
4  3.00  0.00 4.00  0.00 10.00  0.00 11.00  0.00 44.93 
4  3.00  0.00 4.00  0.00 11.00  0.00 12.00  0.00 54.93 
4  3.00  0.00 4.00  0.00 12.00  0.00 13.00  0.00 71.82 
4  3.00  0.00 4.00  0.00 13.00  0.00 14.00  0.00 58.13 
4  4.00  0.00 5.00  0.00 6.00  0.00 7.00  0.00 123.56 
4  4.00  0.00 5.00  0.00 7.00  0.00 8.00  0.00 92.94 
4  4.00  0.00 5.00  0.00 8.00  0.00 9.00  0.00 72.07 
4  4.00  0.00 5.00  0.00 9.00  0.00 10.00  0.00 44.95 
4  4.00  0.00 5.00  0.00 10.00  0.00 11.00  0.00 42.85 
4  4.00  0.00 5.00  0.00 11.00  0.00 12.00  0.00 49.17 
4  4.00  0.00 5.00  0.00 12.00  0.00 13.00  0.00 58.18 
4  4.00  0.00 5.00  0.00 13.00  0.00 14.00  0.00 49.38 
4  4.00  0.00 5.00  0.00 14.00  0.00 15.00  0.00 80.63 
4  5.00  0.00 6.00  0.00 7.00  0.00 8.00  0.00 140.80 
4  5.00  0.00 6.00  0.00 8.00  0.00 9.00  0.00 102.37 
4  5.00  0.00 6.00  0.00 9.00  0.00 10.00  0.00 57.18 
4  5.00  0.00 6.00  0.00 10.00  0.00 11.00  0.00 47.00 
4  5.00  0.00 6.00  0.00 11.00  0.00 12.00  0.00 46.04 
4  5.00  0.00 6.00  0.00 12.00  0.00 13.00  0.00 57.40 
4  5.00  0.00 6.00  0.00 13.00  0.00 14.00  0.00 61.39 
4  5.00  0.00 6.00  0.00 14.00  0.00 15.00  0.00 64.48 
4  5.00  0.00 6.00  0.00 15.00  0.00 16.00  0.00 82.36 
4  6.00  0.00 7.00  0.00 8.00  0.00 9.00  0.00 142.51 
4  6.00  0.00 7.00  0.00 9.00  0.00 10.00  0.00 70.27 
4  6.00  0.00 7.00  0.00 10.00  0.00 11.00  0.00 50.81 
4  6.00  0.00 7.00  0.00 11.00  0.00 12.00  0.00 45.33 
4  6.00  0.00 7.00  0.00 12.00  0.00 13.00  0.00 48.61 
4  6.00  0.00 7.00  0.00 13.00  0.00 14.00  0.00 45.60 
4  6.00  0.00 7.00  0.00 14.00  0.00 15.00  0.00 54.48 
4  6.00  0.00 7.00  0.00 15.00  0.00 16.00  0.00 78.24 
4  6.00  0.00 7.00  0.00 16.00  0.00 17.00  0.00 89.94 
4  7.00  0.00 8.00  0.00 9.00  0.00 10.00  0.00 110.52 
4  7.00  0.00 8.00  0.00 10.00  0.00 11.00  0.00 66.35 
4  7.00  0.00 8.00  0.00 11.00  0.00 12.00  0.00 48.61 
4  7.00  0.00 8.00  0.00 12.00  0.00 13.00  0.00 46.92 
4  7.00  0.00 8.00  0.00 13.00  0.00 14.00  0.00 40.54 
4  7.00  0.00 8.00  0.00 14.00  0.00 15.00  0.00 50.72 
4  7.00  0.00 8.00  0.00 15.00  0.00 16.00  0.00 65.06 
4  7.00  0.00 8.00  0.00 16.00  0.00 17.00  0.00 82.77 
4  7.00  0.00 8.00  0.00 17.00  0.00 18.00  0.00 56.14 
4  8.00  0.00 9.00  0.00 10.00  0.00 11.00  0.00 122.65 
4  8.00  0.00 9.00  0.00 11.00  0.00 12.00  0.00 70.89 
4  8.00  0.00 9.00  0.00 12.00  0.00 13.00  0.00 58.12 
4  8.00  0.00 9.00  0.00 13.00  0.00 14.00  0.00 42.21 
4  8.00  0.00 9.00  0.00 14.00  0.00 15.00  0.00 52.07 
4  8.00  0.00 9.00  0.00 15.00  0.00 16.00  0.00 72.50 
4  8.00  0.00 9.00  0.00 16.00  0.00 17.00  0.00 70.15 
4  8.00  0.00 9.00  0.00 17.00  0.00 18.00  0.00 61.35 
4  8.00  0.00 9.00  0.00 18.00  0.00 19.00  0.00 55.62 
4  9.00  0.00 10.00  0.00 11.00  0.00 12.00  0.00 147.72 
4  9.00  0.00 10.00  0.00 12.00  0.00 13.00  0.00 79.53 
4  9.00  0.00 10.00  0.00 13.00  0.00 14.00  0.00 43.57 
4  9.00  0.00 10.00  0.00 14.00  0.00 15.00  0.00 46.27 
4  9.00  0.00 10.00  0.00 15.00  0.00 16.00  0.00 59.59 
4  9.00  0.00 10.00  0.00 16.00  0.00 17.00  0.00 50.32 
4  9.00  0.00 10.00  0.00 17.00  0.00 18.00  0.00 48.99 
4  9.00  0.00 10.00  0.00 18.00  0.00 19.00  0.00 38.15 
4  9.00  0.00 10.00  0.00 19.00  0.00 20.00  0.00 34.89 
4  10.00  0.00 11.00  0.00 12.00  0.00 13.00  0.00 139.01 
4  10.00  0.00 11.00  0.00 13.00  0.00 14.00  0.00 59.81 
4  10.00  0.00 11.00  0.00 14.00  0.00 15.00  0.00 48.90 
4  10.00  0.00 11.00  0.00 15.00  0.00 16.00  0.00 70.82 
4  10.00  0.00 11.00  0.00 16.00  0.00 17.00  0.00 55.63 
4  10.00  0.00 11.00  0.00 17.00  0.00 18.00  0.00 52.91 
4  10.00  0.00 11.00  0.00 18.00  0.00 19.00  0.00 35.13 
4  10.00  0.00 11.00  0.00 19.00  0.00 20.00  0.00 40.90 
4  10.00  0.00 11.00  0.00 20.00  0.00 21.00  0.00 3.48 
4  11.00  0.00 12.00  0.00 13.00  0.00 14.00  0.00 94.84 
4  11.00  0.00 12.00  0.00 14.00  0.00 15.00  0.00 57.07 
4  11.00  0.00 12.00  0.00 15.00  0.00 16.00  0.00 60.43 
4  11.00  0.00 12.00  0.00 16.00  0.00 17.00  0.00 53.26 
4  11.00  0.00 12.00  0.00 17.00  0.00 18.00  0.00 54.76 
4  11.00  0.00 12.00  0.00 18.00  0.00 19.00  0.00 45.62 
4  11.00  0.00 12.00  0.00 19.00  0.00 20.00  0.00 46.27 
4  11.00  0.00 12.00  0.00 20.00  0.00 21.00  0.00 39.18 
4  11.00  0.00 12.00  0.00 21.00  0.00 22.00  0.00 49.78 
4  12.00  0.00 13.00  0.00 14.00  0.00 15.00  0.00 94.06 
4  12.00  0.00 13.00  0.00 15.00  0.00 16.00  0.00 67.78 
4  12.00  0.00 13.00  0.00 16.00  0.00 17.00  0.00 55.72 
4  12.00  0.00 13.00  0.00 17.00  0.00 18.00  0.00 58.55 
4  12.00  0.00 13.00  0.00 18.00  0.00 19.00  0.00 52.37 
4  12.00  0.00 13.00  0.00 19.00  0.00 20.00  0.00 47.73 
4  12.00  0.00 13.00  0.00 20.00  0.00 21.00  0.00 42.48 
4  12.00  0.00 13.00  0.00 21.00  0.00 22.00  0.00 34.62 
4  12.00  0.00 13.00  0.00 22.00  0.00 23.00  0.00 37.04 
4  13.00  0.00 14.00  0.00 15.00  0.00 16.00  0.00 85.17 
4  13.00  0.00 14.00  0.00 16.00  0.00 17.00  0.00 52.32 
4  13.00  0.00 14.00  0.00 17.00  0.00 18.00  0.00 51.39 
4  13.00  0.00 14.00  0.00 18.00  0.00 19.00  0.00 44.10 
4  13.00  0.00 14.00  0.00 19.00  0.00 20.00  0.00 39.67 
4  13.00  0.00 14.00  0.00 20.00  0.00 21.00  0.00 24.14 
4  13.00  0.00 14.00  0.00 21.00  0.00 22.00  0.00 40.75 
4  13.00  0.00 14.00  0.00 22.00  0.00 23.00  0.00 31.20 
4  14.00  0.00 15.00  0.00 16.00  0.00 17.00  0.00 64.08 
4  14.00  0.00 15.00  0.00 17.00  0.00 18.00  0.00 58.12 
4  14.00  0.00 15.00  0.00 18.00  0.00 19.00  0.00 47.45 
4  14.00  0.00 15.00  0.00 19.00  0.00 20.00  0.00 44.10 
4  14.00  0.00 15.00  0.00 20.00  0.00 21.00  0.00 37.98 
4  14.00  0.00 15.00  0.00 21.00  0.00 22.00  0.00 34.63 
4  14.00  0.00 15.00  0.00 22.00  0.00 23.00  0.00 33.81 
4  15.00  0.00 16.00  0.00 17.00  0.00 18.00  0.00 89.87 
4  15.00  0.00 16.00  0.00 18.00  0.00 19.00  0.00 55.48 
4  15.00  0.00 16.00  0.00 19.00  0.00 20.00  0.00 45.92 
4  15.00  0.00 16.00  0.00 20.00  0.00 21.00  0.00 36.48 
4  15.00  0.00 16.00  0.00 21.00  0.00 22.00  0.00 37.10 
4  15.00  0.00 16.00  0.00 22.00  0.00 23.00  0.00 34.91 
4  16.00  0.00 17.00  0.00 18.00  0.00 19.00  0.00 79.71 
4  16.00  0.00 17.00  0.00 19.00  0.00 20.00  0.00 47.25 
4  16.00  0.00 17.00  0.00 20.00  0.00 21.00  0.00 29.85 
4  16.00  0.00 17.00  0.00 21.00  0.00 22.00  0.00 27.69 
4  16.00  0.00 17.00  0.00 22.00  0.00 23.00  0.00 28.91 
4  17.00  0.00 18.00  0.00 19.00  0.00 20.00  0.00 96.57 
4  17.00  0.00 18.00  0.00 20.00  0.00 21.00  0.00 40.93 
4  17.00  0.00 18.00  0.00 21.00  0.00 22.00  0.00 28.62 
4  17.00  0.00 18.00  0.00 22.00  0.00 23.00  0.00 24.76 
