mcline5.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
153
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 148.42 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 125.64 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 97.97 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 82.07 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 77.01 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 72.98 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 64.02 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 49.67 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 56.61 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 157.82 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 115.55 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 86.71 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 81.57 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 73.24 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 66.99 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 58.08 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 57.24 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 50.67 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 148.68 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 97.29 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 81.88 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 75.30 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 61.75 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 50.29 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 53.64 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 58.68 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 45.36 
4  3.00  0.00 4.00  0.00 5.00  0.00 6.00  0.00 134.40 
4  3.00  0.00 4.00  0.00 6.00  0.00 7.00  0.00 95.07 
4  3.00  0.00 4.00  0.00 7.00  0.00 8.00  0.00 79.34 
4  3.00  0.00 4.00  0.00 8.00  0.00 9.00  0.00 68.71 
4  3.00  0.00 4.00  0.00 9.00  0.00 10.00  0.00 56.54 
4  3.00  0.00 4.00  0.00 10.00  0.00 11.00  0.00 48.83 
4  3.00  0.00 4.00  0.00 11.00  0.00 12.00  0.00 50.95 
4  3.00  0.00 4.00  0.00 12.00  0.00 13.00  0.00 45.42 
4  3.00  0.00 4.00  0.00 13.00  0.00 14.00  0.00 40.45 
4  4.00  0.00 5.00  0.00 6.00  0.00 7.00  0.00 124.33 
4  4.00  0.00 5.00  0.00 7.00  0.00 8.00  0.00 84.44 
4  4.00  0.00 5.00  0.00 8.00  0.00 9.00  0.00 63.72 
4  4.00  0.00 5.00  0.00 9.00  0.00 10.00  0.00 50.73 
4  4.00  0.00 5.00  0.00 10.00  0.00 11.00  0.00 49.74 
4  4.00  0.00 5.00  0.00 11.00  0.00 12.00  0.00 46.02 
4  4.00  0.00 5.00  0.00 12.00  0.00 13.00  0.00 47.70 
4  4.00  0.00 5.00  0.00 13.00  0.00 14.00  0.00 6.90 
4  4.00  0.00 5.00  0.00 14.00  0.00 15.00  0.00 56.91 
4  5.00  0.00 6.00  0.00 7.00  0.00 8.00  0.00 120.78 
4  5.00  0.00 6.00  0.00 8.00  0.00 9.00  0.00 67.63 
4  5.00  0.00 6.00  0.00 9.00  0.00 10.00  0.00 46.28 
4  5.00  0.00 6.00  0.00 10.00  0.00 11.00  0.00 41.02 
4  5.00  0.00 6.00  0.00 11.00  0.00 12.00  0.00 39.71 
4  5.00  0.00 6.00  0.00 12.00  0.00 13.00  0.00 28.94 
4  5.00  0.00 6.00  0.00 13.00  0.00 14.00  0.00 50.15 
4  5.00  0.00 6.00  0.00 14.00  0.00 15.00  0.00 14.19 
4  5.00  0.00 6.00  0.00 15.00  0.00 16.00  0.00 16.34 
4  6.00  0.00 7.00  0.00 8.00  0.00 9.00  0.00 106.58 
4  6.00  0.00 7.00  0.00 9.00  0.00 10.00  0.00 53.46 
4  6.00  0.00 7.00  0.00 10.00  0.00 11.00  0.00 36.64 
4  6.00  0.00 7.00  0.00 11.00  0.00 12.00  0.00 33.56 
4  6.00  0.00 7.00  0.00 12.00  0.00 13.00  0.00 30.69 
4  6.00  0.00 7.00  0.00 13.00  0.00 14.00  0.00 27.93 
4  6.00  0.00 7.00  0.00 14.00  0.00 15.00  0.00 26.74 
4  6.00  0.00 7.00  0.00 15.00  0.00 16.00  0.00 22.71 
4  6.00  0.00 7.00  0.00 16.00  0.00 17.00  0.00 25.17 
4  7.00  0.00 8.00  0.00 9.00  0.00 10.00  0.00 105.07 
4  7.00  0.00 8.00  0.00 10.00  0.00 11.00  0.00 47.28 
4  7.00  0.00 8.00  0.00 11.00  0.00 12.00  0.00 32.90 
4  7.00  0.00 8.00  0.00 12.00  0.00 13.00  0.00 26.66 
4  7.00  0.00 8.00  0.00 13.00  0.00 14.00  0.00 25.82 
4  7.00  0.00 8.00  0.00 14.00  0.00 15.00  0.00 18.67 
4  7.00  0.00 8.00  0.00 15.00  0.00 16.00  0.00 19.58 
4  7.00  0.00 8.00  0.00 16.00  0.00 17.00  0.00 36.19 
4  7.00  0.00 8.00  0.00 17.00  0.00 18.00  0.00 44.03 
4  8.00  0.00 9.00  0.00 10.00  0.00 11.00  0.00 103.26 
4  8.00  0.00 9.00  0.00 11.00  0.00 12.00  0.00 43.33 
4  8.00  0.00 9.00  0.00 12.00  0.00 13.00  0.00 25.34 
4  8.00  0.00 9.00  0.00 13.00  0.00 14.00  0.00 28.46 
4  8.00  0.00 9.00  0.00 14.00  0.00 15.00  0.00 23.74 
4  8.00  0.00 9.00  0.00 15.00  0.00 16.00  0.00 14.65 
4  8.00  0.00 9.00  0.00 16.00  0.00 17.00  0.00 25.09 
4  8.00  0.00 9.00  0.00 17.00  0.00 18.00  0.00 19.85 
4  8.00  0.00 9.00  0.00 18.00  0.00 19.00  0.00 38.19 
4  9.00  0.00 10.00  0.00 11.00  0.00 12.00  0.00 109.38 
4  9.00  0.00 10.00  0.00 12.00  0.00 13.00  0.00 39.96 
4  9.00  0.00 10.00  0.00 13.00  0.00 14.00  0.00 20.09 
4  9.00  0.00 10.00  0.00 14.00  0.00 15.00  0.00 16.15 
4  9.00  0.00 10.00  0.00 15.00  0.00 16.00  0.00 16.12 
4  9.00  0.00 10.00  0.00 16.00  0.00 17.00  0.00 17.30 
4  9.00  0.00 10.00  0.00 17.00  0.00 18.00  0.00 21.11 
4  9.00  0.00 10.00  0.00 18.00  0.00 19.00  0.00 21.12 
