mcline3.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
153
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 106.05 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 79.14 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 37.66 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 19.73 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 15.21 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 34.21 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 156.18 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 25.65 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 25.28 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 145.59 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 84.29 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 41.70 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 22.00 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 19.04 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 37.63 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 31.14 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 36.84 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 26.13 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 132.04 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 77.36 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 31.64 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 18.91 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 24.06 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 34.05 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 32.61 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 35.55 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 31.24 
4  3.00  0.00 4.00  0.00 5.00  0.00 6.00  0.00 147.48 
4  3.00  0.00 4.00  0.00 6.00  0.00 7.00  0.00 63.84 
4  3.00  0.00 4.00  0.00 7.00  0.00 8.00  0.00 30.06 
4  3.00  0.00 4.00  0.00 8.00  0.00 9.00  0.00 29.34 
4  3.00  0.00 4.00  0.00 9.00  0.00 10.00  0.00 34.75 
4  3.00  0.00 4.00  0.00 10.00  0.00 11.00  0.00 32.37 
4  3.00  0.00 4.00  0.00 11.00  0.00 12.00  0.00 35.21 
4  3.00  0.00 4.00  0.00 12.00  0.00 13.00  0.00 37.25 
4  3.00  0.00 4.00  0.00 13.00  0.00 14.00  0.00 13.59 
4  4.00  0.00 5.00  0.00 6.00  0.00 7.00  0.00 107.14 
4  4.00  0.00 5.00  0.00 7.00  0.00 8.00  0.00 51.40 
4  4.00  0.00 5.00  0.00 8.00  0.00 9.00  0.00 35.07 
4  4.00  0.00 5.00  0.00 9.00  0.00 10.00  0.00 31.96 
4  4.00  0.00 5.00  0.00 10.00  0.00 11.00  0.00 35.93 
4  4.00  0.00 5.00  0.00 11.00  0.00 12.00  0.00 34.89 
4  4.00  0.00 5.00  0.00 12.00  0.00 13.00  0.00 37.60 
4  4.00  0.00 5.00  0.00 13.00  0.00 14.00  0.00 39.90 
4  4.00  0.00 5.00  0.00 14.00  0.00 15.00  0.00 36.56 
4  5.00  0.00 6.00  0.00 7.00  0.00 8.00  0.00 98.58 
4  5.00  0.00 6.00  0.00 8.00  0.00 9.00  0.00 64.53 
4  5.00  0.00 6.00  0.00 9.00  0.00 10.00  0.00 48.45 
4  5.00  0.00 6.00  0.00 10.00  0.00 11.00  0.00 46.12 
4  5.00  0.00 6.00  0.00 11.00  0.00 12.00  0.00 52.00 
4  5.00  0.00 6.00  0.00 12.00  0.00 13.00  0.00 43.00 
4  5.00  0.00 6.00  0.00 13.00  0.00 14.00  0.00 39.29 
4  5.00  0.00 6.00  0.00 14.00  0.00 15.00  0.00 56.68 
4  5.00  0.00 6.00  0.00 15.00  0.00 16.00  0.00 37.22 
4  6.00  0.00 7.00  0.00 8.00  0.00 9.00  0.00 134.49 
4  6.00  0.00 7.00  0.00 9.00  0.00 10.00  0.00 75.17 
4  6.00  0.00 7.00  0.00 10.00  0.00 11.00  0.00 61.83 
4  6.00  0.00 7.00  0.00 11.00  0.00 12.00  0.00 61.69 
4  6.00  0.00 7.00  0.00 12.00  0.00 13.00  0.00 61.50 
4  6.00  0.00 7.00  0.00 13.00  0.00 14.00  0.00 48.86 
4  6.00  0.00 7.00  0.00 14.00  0.00 15.00  0.00 62.19 
4  6.00  0.00 7.00  0.00 15.00  0.00 16.00  0.00 57.21 
4  6.00  0.00 7.00  0.00 16.00  0.00 17.00  0.00 51.31 
4  7.00  0.00 8.00  0.00 9.00  0.00 10.00  0.00 120.06 
4  7.00  0.00 8.00  0.00 10.00  0.00 11.00  0.00 81.12 
4  7.00  0.00 8.00  0.00 11.00  0.00 12.00  0.00 75.27 
4  7.00  0.00 8.00  0.00 12.00  0.00 13.00  0.00 68.75 
4  7.00  0.00 8.00  0.00 13.00  0.00 14.00  0.00 62.30 
4  7.00  0.00 8.00  0.00 14.00  0.00 15.00  0.00 66.39 
4  7.00  0.00 8.00  0.00 15.00  0.00 16.00  0.00 60.07 
4  7.00  0.00 8.00  0.00 16.00  0.00 17.00  0.00 52.77 
4  7.00  0.00 8.00  0.00 17.00  0.00 18.00  0.00 58.03 
4  8.00  0.00 9.00  0.00 10.00  0.00 11.00  0.00 138.08 
4  8.00  0.00 9.00  0.00 11.00  0.00 12.00  0.00 115.31 
4  8.00  0.00 9.00  0.00 12.00  0.00 13.00  0.00 96.38 
4  8.00  0.00 9.00  0.00 13.00  0.00 14.00  0.00 82.64 
4  8.00  0.00 9.00  0.00 14.00  0.00 15.00  0.00 87.74 
4  8.00  0.00 9.00  0.00 15.00  0.00 16.00  0.00 85.09 
4  8.00  0.00 9.00  0.00 16.00  0.00 17.00  0.00 85.95 
4  8.00  0.00 9.00  0.00 17.00  0.00 18.00  0.00 81.29 
4  8.00  0.00 9.00  0.00 18.00  0.00 19.00  0.00 117.60 
4  9.00  0.00 10.00  0.00 11.00  0.00 12.00  0.00 156.18 
4  9.00  0.00 10.00  0.00 12.00  0.00 13.00  0.00 116.25 
