mcline4.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
153
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 143.82 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 107.64 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 68.93 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 42.52 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 29.01 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 24.63 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 16.41 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 13.96 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 23.95 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 130.55 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 94.14 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 57.32 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 35.10 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 22.50 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 15.97 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 16.12 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 21.65 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 37.72 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 134.07 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 91.42 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 55.32 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 31.91 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 25.48 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 17.56 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 17.83 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 18.60 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 30.65 
4  3.00  0.00 4.00  0.00 5.00  0.00 6.00  0.00 138.62 
4  3.00  0.00 4.00  0.00 6.00  0.00 7.00  0.00 88.52 
4  3.00  0.00 4.00  0.00 7.00  0.00 8.00  0.00 47.30 
4  3.00  0.00 4.00  0.00 8.00  0.00 9.00  0.00 30.86 
4  3.00  0.00 4.00  0.00 9.00  0.00 10.00  0.00 18.24 
4  3.00  0.00 4.00  0.00 10.00  0.00 11.00  0.00 16.01 
4  3.00  0.00 4.00  0.00 11.00  0.00 12.00  0.00 18.89 
4  3.00  0.00 4.00  0.00 12.00  0.00 13.00  0.00 12.75 
4  3.00  0.00 4.00  0.00 13.00  0.00 14.00  0.00 19.13 
4  4.00  0.00 5.00  0.00 6.00  0.00 7.00  0.00 141.23 
4  4.00  0.00 5.00  0.00 7.00  0.00 8.00  0.00 76.01 
4  4.00  0.00 5.00  0.00 8.00  0.00 9.00  0.00 45.22 
4  4.00  0.00 5.00  0.00 9.00  0.00 10.00  0.00 24.91 
4  4.00  0.00 5.00  0.00 10.00  0.00 11.00  0.00 17.92 
4  4.00  0.00 5.00  0.00 11.00  0.00 12.00  0.00 11.28 
4  4.00  0.00 5.00  0.00 12.00  0.00 13.00  0.00 22.37 
4  4.00  0.00 5.00  0.00 13.00  0.00 14.00  0.00 22.13 
4  4.00  0.00 5.00  0.00 14.00  0.00 15.00  0.00 20.69 
4  5.00  0.00 6.00  0.00 7.00  0.00 8.00  0.00 121.65 
4  5.00  0.00 6.00  0.00 8.00  0.00 9.00  0.00 73.43 
4  5.00  0.00 6.00  0.00 9.00  0.00 10.00  0.00 35.93 
4  5.00  0.00 6.00  0.00 10.00  0.00 11.00  0.00 23.47 
4  5.00  0.00 6.00  0.00 11.00  0.00 12.00  0.00 16.71 
4  5.00  0.00 6.00  0.00 12.00  0.00 13.00  0.00 12.71 
4  5.00  0.00 6.00  0.00 13.00  0.00 14.00  0.00 15.39 
4  5.00  0.00 6.00  0.00 14.00  0.00 15.00  0.00 58.13 
4  5.00  0.00 6.00  0.00 15.00  0.00 16.00  0.00 9.57 
4  6.00  0.00 7.00  0.00 8.00  0.00 9.00  0.00 140.96 
4  6.00  0.00 7.00  0.00 9.00  0.00 10.00  0.00 65.67 
4  6.00  0.00 7.00  0.00 10.00  0.00 11.00  0.00 37.41 
4  6.00  0.00 7.00  0.00 11.00  0.00 12.00  0.00 22.62 
4  6.00  0.00 7.00  0.00 12.00  0.00 13.00  0.00 16.21 
4  6.00  0.00 7.00  0.00 13.00  0.00 14.00  0.00 15.70 
4  6.00  0.00 7.00  0.00 14.00  0.00 15.00  0.00 25.10 
4  6.00  0.00 7.00  0.00 15.00  0.00 16.00  0.00 23.33 
4  6.00  0.00 7.00  0.00 16.00  0.00 17.00  0.00 37.15 
4  7.00  0.00 8.00  0.00 9.00  0.00 10.00  0.00 126.84 
