mcline1.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
801
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 124.53 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 75.47 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 62.76 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 51.52 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 44.25 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 57.98 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 59.59 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 64.94 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 59.28 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 120.34 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 74.32 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 57.41 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 36.19 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 36.15 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 57.67 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 45.02 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 41.75 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 65.76 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 117.00 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 75.20 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 46.93 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 55.14 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 40.37 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 60.17 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 44.36 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 117.49 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 68.44 
4  3.00  0.00 4.00  0.00 5.00  0.00 6.00  0.00 123.85 
4  3.00  0.00 4.00  0.00 6.00  0.00 7.00  0.00 61.23 
4  3.00  0.00 4.00  0.00 7.00  0.00 8.00  0.00 56.53 
4  3.00  0.00 4.00  0.00 8.00  0.00 9.00  0.00 49.53 
4  3.00  0.00 4.00  0.00 9.00  0.00 10.00  0.00 55.28 
4  3.00  0.00 4.00  0.00 10.00  0.00 11.00  0.00 52.10 
4  3.00  0.00 4.00  0.00 11.00  0.00 12.00  0.00 63.85 
4  3.00  0.00 4.00  0.00 12.00  0.00 13.00  0.00 58.64 
4  3.00  0.00 4.00  0.00 13.00  0.00 14.00  0.00 41.01 
4  4.00  0.00 5.00  0.00 6.00  0.00 7.00  0.00 153.20 
4  4.00  0.00 5.00  0.00 7.00  0.00 8.00  0.00 86.64 
4  4.00  0.00 5.00  0.00 8.00  0.00 9.00  0.00 56.09 
4  4.00  0.00 5.00  0.00 9.00  0.00 10.00  0.00 54.59 
4  4.00  0.00 5.00  0.00 10.00  0.00 11.00  0.00 50.10 
4  4.00  0.00 5.00  0.00 11.00  0.00 12.00  0.00 55.21 
4  4.00  0.00 5.00  0.00 12.00  0.00 13.00  0.00 56.12 
4  4.00  0.00 5.00  0.00 13.00  0.00 14.00  0.00 55.03 
4  4.00  0.00 5.00  0.00 14.00  0.00 15.00  0.00 60.11 
4  5.00  0.00 6.00  0.00 7.00  0.00 8.00  0.00 202.77 
4  5.00  0.00 6.00  0.00 8.00  0.00 9.00  0.00 85.28 
4  5.00  0.00 6.00  0.00 9.00  0.00 10.00  0.00 60.18 
4  5.00  0.00 6.00  0.00 10.00  0.00 11.00  0.00 53.86 
4  5.00  0.00 6.00  0.00 11.00  0.00 12.00  0.00 55.14 
4  5.00  0.00 6.00  0.00 12.00  0.00 13.00  0.00 53.20 
4  5.00  0.00 6.00  0.00 13.00  0.00 14.00  0.00 56.79 
4  5.00  0.00 6.00  0.00 14.00  0.00 15.00  0.00 60.44 
4  5.00  0.00 6.00  0.00 15.00  0.00 16.00  0.00 57.83 
4  6.00  0.00 7.00  0.00 8.00  0.00 9.00  0.00 134.33 
4  6.00  0.00 7.00  0.00 9.00  0.00 10.00  0.00 74.95 
4  6.00  0.00 7.00  0.00 10.00  0.00 11.00  0.00 50.68 
4  6.00  0.00 7.00  0.00 11.00  0.00 12.00  0.00 42.72 
4  6.00  0.00 7.00  0.00 12.00  0.00 13.00  0.00 37.68 
4  6.00  0.00 7.00  0.00 13.00  0.00 14.00  0.00 42.82 
4  6.00  0.00 7.00  0.00 14.00  0.00 15.00  0.00 47.85 
4  6.00  0.00 7.00  0.00 15.00  0.00 16.00  0.00 65.18 
4  6.00  0.00 7.00  0.00 16.00  0.00 17.00  0.00 43.68 
4  7.00  0.00 8.00  0.00 9.00  0.00 10.00  0.00 141.33 
4  7.00  0.00 8.00  0.00 10.00  0.00 11.00  0.00 73.28 
4  7.00  0.00 8.00  0.00 11.00  0.00 12.00  0.00 50.89 
4  7.00  0.00 8.00  0.00 12.00  0.00 13.00  0.00 48.56 
4  7.00  0.00 8.00  0.00 13.00  0.00 14.00  0.00 49.29 
4  7.00  0.00 8.00  0.00 14.00  0.00 15.00  0.00 52.81 
4  7.00  0.00 8.00  0.00 15.00  0.00 16.00  0.00 57.47 
4  7.00  0.00 8.00  0.00 16.00  0.00 17.00  0.00 64.47 
4  7.00  0.00 8.00  0.00 17.00  0.00 18.00  0.00 73.61 
