mcline6.bin
         1.00
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
153
 2
0
4  0.00  0.00 1.00  0.00 2.00  0.00 3.00  0.00 143.42 
4  0.00  0.00 1.00  0.00 3.00  0.00 4.00  0.00 100.23 
4  0.00  0.00 1.00  0.00 4.00  0.00 5.00  0.00 76.88 
4  0.00  0.00 1.00  0.00 5.00  0.00 6.00  0.00 65.44 
4  0.00  0.00 1.00  0.00 6.00  0.00 7.00  0.00 59.52 
4  0.00  0.00 1.00  0.00 7.00  0.00 8.00  0.00 59.98 
4  0.00  0.00 1.00  0.00 8.00  0.00 9.00  0.00 61.42 
4  0.00  0.00 1.00  0.00 9.00  0.00 10.00  0.00 45.52 
4  0.00  0.00 1.00  0.00 10.00  0.00 11.00  0.00 64.34 
4  1.00  0.00 2.00  0.00 3.00  0.00 4.00  0.00 146.95 
4  1.00  0.00 2.00  0.00 4.00  0.00 5.00  0.00 102.63 
4  1.00  0.00 2.00  0.00 5.00  0.00 6.00  0.00 78.41 
4  1.00  0.00 2.00  0.00 6.00  0.00 7.00  0.00 89.31 
4  1.00  0.00 2.00  0.00 7.00  0.00 8.00  0.00 55.15 
4  1.00  0.00 2.00  0.00 8.00  0.00 9.00  0.00 56.58 
4  1.00  0.00 2.00  0.00 9.00  0.00 10.00  0.00 44.69 
4  1.00  0.00 2.00  0.00 10.00  0.00 11.00  0.00 59.83 
4  1.00  0.00 2.00  0.00 11.00  0.00 12.00  0.00 74.55 
4  2.00  0.00 3.00  0.00 4.00  0.00 5.00  0.00 159.02 
4  2.00  0.00 3.00  0.00 5.00  0.00 6.00  0.00 110.08 
4  2.00  0.00 3.00  0.00 6.00  0.00 7.00  0.00 78.27 
4  2.00  0.00 3.00  0.00 7.00  0.00 8.00  0.00 60.79 
4  2.00  0.00 3.00  0.00 8.00  0.00 9.00  0.00 57.41 
4  2.00  0.00 3.00  0.00 9.00  0.00 10.00  0.00 44.89 
4  2.00  0.00 3.00  0.00 10.00  0.00 11.00  0.00 55.35 
4  2.00  0.00 3.00  0.00 11.00  0.00 12.00  0.00 47.08 
4  2.00  0.00 3.00  0.00 12.00  0.00 13.00  0.00 88.91 
4  3.00  0.00 4.00  0.00 5.00  0.00 6.00  0.00 166.35 
4  3.00  0.00 4.00  0.00 6.00  0.00 7.00  0.00 109.34 
4  3.00  0.00 4.00  0.00 7.00  0.00 8.00  0.00 75.56 
4  3.00  0.00 4.00  0.00 8.00  0.00 9.00  0.00 60.81 
4  3.00  0.00 4.00  0.00 9.00  0.00 10.00  0.00 41.95 
4  3.00  0.00 4.00  0.00 10.00  0.00 11.00  0.00 48.42 
4  3.00  0.00 4.00  0.00 11.00  0.00 12.00  0.00 50.62 
4  3.00  0.00 4.00  0.00 12.00  0.00 13.00  0.00 54.35 
4  3.00  0.00 4.00  0.00 13.00  0.00 14.00  0.00 62.01 
4  4.00  0.00 5.00  0.00 6.00  0.00 7.00  0.00 156.91 
4  4.00  0.00 5.00  0.00 7.00  0.00 8.00  0.00 109.70 
4  4.00  0.00 5.00  0.00 8.00  0.00 9.00  0.00 76.59 
4  4.00  0.00 5.00  0.00 9.00  0.00 10.00  0.00 48.00 
4  4.00  0.00 5.00  0.00 10.00  0.00 11.00  0.00 42.59 
4  4.00  0.00 5.00  0.00 11.00  0.00 12.00  0.00 45.13 
4  4.00  0.00 5.00  0.00 12.00  0.00 13.00  0.00 55.82 
4  4.00  0.00 5.00  0.00 13.00  0.00 14.00  0.00 57.99 
4  4.00  0.00 5.00  0.00 14.00  0.00 15.00  0.00 64.63 
4  5.00  0.00 6.00  0.00 7.00  0.00 8.00  0.00 183.72 
4  5.00  0.00 6.00  0.00 8.00  0.00 9.00  0.00 123.05 
4  5.00  0.00 6.00  0.00 9.00  0.00 10.00  0.00 62.80 
4  5.00  0.00 6.00  0.00 10.00  0.00 11.00  0.00 49.52 
4  5.00  0.00 6.00  0.00 11.00  0.00 12.00  0.00 49.41 
4  5.00  0.00 6.00  0.00 12.00  0.00 13.00  0.00 62.26 
4  5.00  0.00 6.00  0.00 13.00  0.00 14.00  0.00 50.13 
4  5.00  0.00 6.00  0.00 14.00  0.00 15.00  0.00 64.08 
4  5.00  0.00 6.00  0.00 15.00  0.00 16.00  0.00 84.14 
4  6.00  0.00 7.00  0.00 8.00  0.00 9.00  0.00 188.04 
4  6.00  0.00 7.00  0.00 9.00  0.00 10.00  0.00 86.49 
4  6.00  0.00 7.00  0.00 10.00  0.00 11.00  0.00 56.46 
4  6.00  0.00 7.00  0.00 11.00  0.00 12.00  0.00 46.97 
4  6.00  0.00 7.00  0.00 12.00  0.00 13.00  0.00 52.81 
4  6.00  0.00 7.00  0.00 13.00  0.00 14.00  0.00 47.70 
4  6.00  0.00 7.00  0.00 14.00  0.00 15.00  0.00 47.41 
4  6.00  0.00 7.00  0.00 15.00  0.00 16.00  0.00 75.35 
4  6.00  0.00 7.00  0.00 16.00  0.00 17.00  0.00 67.17 
4  7.00  0.00 8.00  0.00 9.00  0.00 10.00  0.00 156.05 
4  7.00  0.00 8.00  0.00 10.00  0.00 11.00  0.00 83.03 
4  7.00  0.00 8.00  0.00 11.00  0.00 12.00  0.00 54.58 
4  7.00  0.00 8.00  0.00 12.00  0.00 13.00  0.00 53.49 
4  7.00  0.00 8.00  0.00 13.00  0.00 14.00  0.00 42.13 
4  7.00  0.00 8.00  0.00 14.00  0.00 15.00  0.00 71.62 
4  7.00  0.00 8.00  0.00 15.00  0.00 16.00  0.00 60.93 
4  7.00  0.00 8.00  0.00 16.00  0.00 17.00  0.00 56.19 
4  7.00  0.00 8.00  0.00 17.00  0.00 18.00  0.00 4.73 
4  8.00  0.00 9.00  0.00 10.00  0.00 11.00  0.00 184.60 
4  8.00  0.00 9.00  0.00 11.00  0.00 12.00  0.00 90.85 
4  8.00  0.00 9.00  0.00 12.00  0.00 13.00  0.00 71.77 
4  8.00  0.00 9.00  0.00 13.00  0.00 14.00  0.00 46.63 
4  8.00  0.00 9.00  0.00 14.00  0.00 15.00  0.00 52.47 
4  8.00  0.00 9.00  0.00 15.00  0.00 16.00  0.00 59.01 
4  8.00  0.00 9.00  0.00 16.00  0.00 17.00  0.00 57.93 
4  8.00  0.00 9.00  0.00 17.00  0.00 18.00  0.00 57.19 
4  8.00  0.00 9.00  0.00 18.00  0.00 19.00  0.00 46.34 
4  9.00  0.00 10.00  0.00 11.00  0.00 12.00  0.00 236.04 
4  9.00  0.00 10.00  0.00 12.00  0.00 13.00  0.00 99.06 
4  9.00  0.00 10.00  0.00 13.00  0.00 14.00  0.00 50.05 
4  9.00  0.00 10.00  0.00 14.00  0.00 15.00  0.00 51.01 
4  9.00  0.00 10.00  0.00 15.00  0.00 16.00  0.00 53.07 
4  9.00  0.00 10.00  0.00 16.00  0.00 17.00  0.00 47.28 
4  9.00  0.00 10.00  0.00 17.00  0.00 18.00  0.00 45.64 
4  9.00  0.00 10.00  0.00 18.00  0.00 19.00  0.00 37.81 
4  9.00  0.00 10.00  0.00 19.00  0.00 20.00  0.00 24.63 
4  10.00  0.00 11.00  0.00 12.00  0.00 13.00  0.00 209.78 
4  10.00  0.00 11.00  0.00 13.00  0.00 14.00  0.00 75.36 
4  10.00  0.00 11.00  0.00 14.00  0.00 15.00  0.00 57.00 
4  10.00  0.00 11.00  0.00 15.00  0.00 16.00  0.00 65.42 
4  10.00  0.00 11.00  0.00 16.00  0.00 17.00  0.00 52.45 
4  10.00  0.00 11.00  0.00 17.00  0.00 18.00  0.00 52.23 
4  10.00  0.00 11.00  0.00 18.00  0.00 19.00  0.00 48.60 
4  10.00  0.00 11.00  0.00 19.00  0.00 20.00  0.00 31.81 
4  10.00  0.00 11.00  0.00 20.00  0.00 21.00  0.00 61.75 
4  11.00  0.00 12.00  0.00 13.00  0.00 14.00  0.00 136.52 
4  11.00  0.00 12.00  0.00 14.00  0.00 15.00  0.00 65.55 
4  11.00  0.00 12.00  0.00 15.00  0.00 16.00  0.00 66.68 
4  11.00  0.00 12.00  0.00 16.00  0.00 17.00  0.00 51.99 
4  11.00  0.00 12.00  0.00 17.00  0.00 18.00  0.00 152.93 
4  11.00  0.00 12.00  0.00 18.00  0.00 19.00  0.00 53.74 
4  11.00  0.00 12.00  0.00 19.00  0.00 20.00  0.00 45.13 
4  11.00  0.00 12.00  0.00 20.00  0.00 21.00  0.00 40.17 
4  11.00  0.00 12.00  0.00 21.00  0.00 22.00  0.00 73.62 
4  12.00  0.00 13.00  0.00 14.00  0.00 15.00  0.00 128.75 
4  12.00  0.00 13.00  0.00 15.00  0.00 16.00  0.00 74.26 
4  12.00  0.00 13.00  0.00 16.00  0.00 17.00  0.00 69.77 
4  12.00  0.00 13.00  0.00 17.00  0.00 18.00  0.00 56.82 
4  12.00  0.00 13.00  0.00 18.00  0.00 19.00  0.00 53.00 
4  12.00  0.00 13.00  0.00 19.00  0.00 20.00  0.00 53.70 
4  12.00  0.00 13.00  0.00 20.00  0.00 21.00  0.00 33.50 
4  12.00  0.00 13.00  0.00 21.00  0.00 22.00  0.00 35.34 
